customer_id,age,gender,region,tenure_days,total_orders,total_spent,avg_order_value,days_since_last_order,total_sessions,avg_session_duration,pages_per_session,cart_abandonment_rate,support_tickets,preferred_category,seasonal_activity,marketing_channel,will_churn,predicted_spending_3months
733,39,F,Central,152,8,748.95,93.62,18,27,6.26,1.12,0.634,1,Clothing,0.68,Paid_Search,0,326.95
734,18,M,East,9,5,503.79,100.76,2,17,7.67,9.34,0.66,3,Clothing,0.626,Email,0,82.79
735,47,F,North,27,8,319.3,39.91,21,18,10.73,5.23,0.896,1,Sports,0.506,Social,0,0.0
736,40,F,West,175,4,190.73,47.68,11,20,3.51,3.23,0.846,1,Books,0.225,Email,0,169.27
737,38,F,East,41,8,655.57,81.95,12,19,8.8,1.0,0.751,1,Home,0.748,Paid_Search,1,56.28
738,46,M,West,126,9,1202.49,133.61,30,19,6.94,1.0,0.692,1,Clothing,0.055,Email,0,0.0
739,54,M,Central,141,9,955.41,106.16,5,22,4.9,1.44,0.7,1,Books,0.229,Paid_Search,1,211.8
740,47,F,North,60,10,687.98,68.8,43,21,6.96,3.59,0.751,1,Sports,0.622,Social,0,137.26
741,18,F,North,533,6,87.13,14.52,26,23,0.5,6.61,0.793,0,Electronics,0.698,Paid_Search,0,20.61
742,19,M,West,332,7,539.29,77.04,73,22,5.47,3.51,0.855,0,Home,0.328,Paid_Search,0,50.27
743,27,M,South,230,9,756.52,84.06,13,18,4.1,3.68,0.349,0,Electronics,0.049,Email,0,66.54
744,35,F,North,14,7,458.03,65.43,121,24,7.38,7.21,0.323,0,Home,0.318,Organic,0,74.32
745,41,M,North,20,11,591.05,53.73,25,24,0.5,4.47,0.869,1,Clothing,0.843,Direct,0,118.21
746,26,F,North,122,2,157.96,78.98,108,15,9.26,2.03,0.705,1,Books,0.435,Paid_Search,1,26.78
747,37,F,West,31,17,874.54,51.44,0,28,12.14,3.06,0.577,1,Sports,0.646,Social,0,399.08
748,25,M,North,689,12,1461.73,121.81,39,27,8.03,6.74,0.518,3,Home,0.115,Paid_Search,0,480.36
749,27,F,East,31,8,903.35,112.92,50,21,10.5,3.93,0.258,2,Clothing,0.529,Social,0,327.53
750,18,M,East,120,3,274.34,91.45,1,17,6.45,9.88,0.603,2,Sports,0.285,Social,0,149.25
751,23,M,South,81,9,695.18,77.24,25,18,2.28,1.7,0.343,1,Home,0.083,Email,0,257.34
752,18,F,North,183,9,526.46,58.5,48,23,8.51,1.22,0.768,1,Clothing,0.259,Email,0,68.64
753,23,M,West,24,6,446.88,74.48,24,21,11.22,4.16,0.953,1,Sports,0.662,Paid_Search,0,168.99
754,47,Other,North,101,6,695.89,115.98,1,19,3.2,3.44,0.7,2,Electronics,0.555,Social,0,260.63
755,23,F,West,57,10,967.16,96.72,35,26,6.64,1.11,0.638,2,Books,0.772,Email,0,234.31
756,66,M,West,393,3,240.28,80.09,1,22,7.51,1.89,0.815,0,Books,0.6,Email,0,198.36
757,40,M,South,7,4,392.4,98.1,51,16,19.91,8.13,0.444,1,Electronics,0.514,Email,0,362.84
758,37,M,East,441,10,886.4,88.64,1,22,9.39,4.61,0.867,4,Books,0.239,Email,0,103.76
759,24,M,East,322,6,509.44,84.91,4,31,0.88,2.01,0.654,1,Books,0.581,Social,0,110.26
760,43,M,South,63,12,1194.17,99.51,9,31,0.5,1.39,0.767,3,Home,0.535,Social,0,200.22
761,28,M,West,280,9,791.33,87.93,30,19,11.42,2.4,0.813,1,Clothing,0.655,Email,0,627.25
762,36,F,West,5,9,868.17,96.46,112,21,18.44,6.49,0.717,2,Electronics,0.441,Email,0,112.68
763,65,F,South,613,10,790.35,79.03,3,23,7.38,3.35,0.484,2,Clothing,0.397,Paid_Search,0,132.79
764,33,F,East,134,6,411.88,68.65,4,23,7.14,3.02,0.595,1,Books,0.805,Email,0,105.05
765,48,F,Central,65,9,551.66,61.3,13,20,10.22,6.72,0.799,0,Clothing,0.187,Direct,1,75.72
766,26,M,Central,81,7,408.22,58.32,54,20,5.31,1.16,0.572,3,Sports,0.752,Organic,0,65.68
767,34,M,East,12,12,418.45,34.87,18,26,0.5,1.63,0.844,1,Electronics,0.539,Organic,0,91.81
768,56,F,East,817,8,417.61,52.2,11,18,12.65,3.57,0.551,3,Electronics,0.521,Organic,0,230.76
769,27,F,South,7,10,514.79,51.48,24,24,6.05,3.01,0.34,0,Electronics,0.321,Organic,0,131.19
770,56,M,Central,191,6,373.9,62.32,9,23,12.7,2.52,0.673,3,Home,0.515,Direct,0,131.39
771,43,F,North,105,11,1254.62,114.06,15,32,5.46,6.95,0.557,3,Clothing,0.691,Organic,0,321.1
772,28,F,East,535,7,497.43,71.06,12,29,8.99,1.0,0.336,1,Clothing,0.585,Social,0,183.33
773,42,F,South,50,6,486.27,81.04,48,23,11.92,1.27,0.825,0,Home,0.609,Email,0,84.58
774,46,M,South,136,8,654.66,81.83,77,29,12.78,4.94,0.648,2,Electronics,0.387,Email,0,341.98
775,42,F,South,118,8,917.52,114.69,42,30,9.43,2.21,0.819,2,Home,0.743,Paid_Search,0,430.86
776,18,F,Central,218,8,484.88,60.61,17,30,9.23,12.9,0.631,3,Home,0.711,Paid_Search,0,176.92
777,26,F,North,12,9,624.93,69.44,21,20,10.98,7.18,0.658,1,Books,0.606,Paid_Search,1,88.98
778,32,F,East,38,6,434.07,72.35,4,16,10.36,2.22,0.669,0,Electronics,0.139,Organic,0,65.65
779,34,F,North,43,12,1240.96,103.41,41,27,3.34,4.83,0.774,0,Sports,0.67,Organic,0,134.67
780,42,F,North,241,5,543.01,108.6,27,27,3.41,4.65,0.662,0,Books,0.77,Organic,0,81.5
781,37,M,South,37,6,521.19,86.86,69,25,0.5,8.67,0.813,3,Electronics,0.678,Paid_Search,0,55.5
782,18,F,East,153,9,952.4,105.82,6,38,11.57,2.59,0.833,0,Electronics,0.512,Organic,0,126.86
783,39,F,South,43,11,873.86,79.44,42,29,6.92,1.97,0.243,2,Electronics,0.476,Paid_Search,0,0.0
784,42,F,South,356,13,918.9,70.68,34,24,11.78,4.41,0.621,3,Clothing,0.571,Email,0,79.01
785,41,M,North,513,6,626.81,104.47,9,19,10.11,2.62,0.591,0,Electronics,0.569,Social,1,609.99
786,47,M,South,131,11,959.09,87.19,33,27,4.49,5.25,0.493,2,Electronics,0.201,Social,0,70.17
787,45,F,Central,78,5,283.06,56.61,77,10,8.02,8.0,0.484,2,Sports,0.008,Email,0,0.0
788,40,F,Central,47,7,699.55,99.94,75,27,6.68,1.43,0.492,1,Electronics,0.233,Organic,0,102.67
789,34,F,South,9,6,418.73,69.79,38,21,6.06,1.82,0.26,1,Home,0.742,Email,0,366.11
790,18,F,East,56,10,667.29,66.73,1,27,12.16,7.5,0.893,1,Electronics,0.292,Organic,0,87.53
791,40,F,Central,191,5,486.63,97.33,61,24,18.54,3.21,0.694,0,Electronics,0.29,Paid_Search,0,73.16
792,37,F,North,137,6,436.68,72.78,32,29,12.96,3.3,0.6,3,Electronics,0.292,Paid_Search,1,45.32
793,38,F,West,518,8,677.79,84.72,11,23,8.39,6.65,0.657,1,Clothing,0.713,Organic,0,334.57
794,19,F,Central,90,6,549.29,91.55,6,21,13.54,2.94,0.557,1,Books,0.632,Organic,0,0.0
795,22,F,North,213,3,166.28,55.43,3,15,15.35,5.82,0.586,1,Clothing,0.721,Direct,0,71.21
796,47,M,North,120,6,507.73,84.62,1,15,2.93,1.54,0.876,0,Sports,0.429,Social,0,532.64
797,34,F,Central,129,7,761.16,108.74,42,20,13.4,2.3,0.575,2,Sports,0.457,Paid_Search,0,488.07
798,43,F,East,56,11,561.97,51.09,8,20,11.58,8.97,0.795,1,Home,0.112,Email,0,137.11
799,35,M,North,109,7,603.73,86.25,0,21,13.25,3.25,0.711,2,Home,0.54,Email,0,0.0
800,35,M,South,114,9,488.37,54.26,15,20,11.75,1.46,0.895,0,Sports,0.142,Organic,0,296.63
801,46,M,South,220,4,402.14,100.53,19,21,7.59,1.42,0.621,0,Books,0.29,Social,1,144.1
802,28,M,West,508,7,702.08,100.3,5,23,16.63,3.01,0.5,4,Books,0.047,Direct,0,288.28
803,36,M,West,71,9,595.28,66.14,1,26,9.86,5.98,0.618,3,Sports,0.331,Social,0,126.82
804,29,M,Central,7,9,1172.17,130.24,6,25,6.76,1.0,0.312,2,Electronics,0.478,Social,0,440.9
805,29,F,South,123,6,615.99,102.67,34,22,10.52,2.07,0.73,1,Clothing,0.578,Email,0,206.49
806,31,F,East,141,6,556.04,92.67,2,24,12.39,4.67,0.321,1,Clothing,0.703,Social,0,215.65
807,37,M,East,33,7,638.86,91.27,24,28,8.88,3.83,0.635,1,Electronics,0.063,Direct,0,93.24
808,29,M,South,257,7,697.19,99.6,4,26,10.07,4.35,0.468,3,Books,0.241,Organic,0,144.48
809,50,F,North,755,6,300.65,50.11,6,17,8.85,1.69,0.761,1,Clothing,0.541,Email,0,133.7
810,24,M,Central,524,13,1038.25,79.87,14,22,5.86,3.52,0.602,1,Clothing,0.318,Social,0,447.61
811,32,F,West,39,6,507.48,84.58,3,22,5.21,6.83,0.42,2,Home,0.463,Paid_Search,0,161.56
812,29,F,East,374,7,454.98,65.0,5,16,2.89,2.25,0.404,2,Books,0.522,Email,0,358.19
813,52,F,East,219,6,519.72,86.62,12,24,14.57,3.39,0.431,0,Sports,0.13,Direct,0,215.43
814,37,M,South,108,10,1057.92,105.79,11,28,7.61,4.61,0.436,2,Sports,0.326,Organic,0,138.1
815,47,F,East,140,2,128.91,64.46,41,15,0.5,1.74,0.273,2,Electronics,0.622,Direct,0,217.64
816,18,M,West,341,5,368.2,73.64,2,26,10.09,1.0,0.932,1,Clothing,0.082,Organic,0,194.91
817,38,F,East,117,8,435.88,54.49,59,21,10.0,2.06,0.85,2,Sports,0.457,Organic,0,133.31
818,45,F,Central,84,5,151.63,30.33,50,18,1.03,4.79,0.64,1,Electronics,0.199,Organic,0,41.13
819,35,M,East,122,5,472.37,94.47,43,18,5.17,1.78,0.418,1,Home,0.595,Direct,0,268.75
820,47,M,South,155,8,594.85,74.36,11,30,4.99,1.2,0.672,3,Books,0.652,Email,0,59.86
821,28,M,West,37,8,609.52,76.19,51,28,5.53,5.37,0.677,2,Clothing,0.471,Organic,0,94.47
822,51,F,North,416,6,301.98,50.33,6,17,13.35,1.42,0.721,1,Clothing,0.579,Social,0,87.79
823,62,M,South,201,3,211.09,70.36,3,12,7.9,12.43,0.506,4,Electronics,0.554,Organic,0,225.86
824,30,F,South,180,7,716.9,102.41,1,21,6.79,6.64,0.271,3,Clothing,0.307,Email,0,155.73
825,29,M,South,18,8,600.16,75.02,84,25,12.99,9.0,0.412,0,Books,0.597,Paid_Search,1,37.29
826,52,F,West,166,7,530.11,75.73,11,29,10.48,3.62,0.657,0,Sports,0.286,Organic,0,0.0
827,53,F,East,23,10,801.88,80.19,74,26,1.54,1.71,0.731,2,Electronics,0.222,Email,1,38.35
828,28,F,West,14,13,573.18,44.09,9,29,6.03,6.98,0.71,3,Books,0.879,Social,0,218.06
829,29,F,East,134,9,815.61,90.62,71,26,9.79,1.1,0.79,5,Clothing,0.508,Email,0,153.79
830,31,M,South,92,5,218.1,43.62,70,22,4.76,1.0,0.773,2,Sports,0.373,Social,0,35.36
831,18,M,West,159,5,257.55,51.51,77,21,16.62,4.36,0.651,0,Books,0.62,Paid_Search,0,199.21
832,23,F,South,16,6,292.62,48.77,20,16,8.95,1.0,0.753,1,Sports,0.552,Social,0,124.69
833,22,M,South,101,14,988.67,70.62,60,26,5.49,3.0,0.324,0,Sports,0.914,Organic,0,0.0
834,25,M,East,34,10,661.89,66.19,90,21,4.01,2.85,0.82,0,Electronics,0.234,Paid_Search,0,32.73
835,34,M,South,783,9,674.72,74.97,11,18,12.21,5.82,0.735,5,Clothing,0.606,Email,0,84.65
836,37,M,North,148,9,471.32,52.37,16,21,5.91,1.03,0.587,0,Home,0.499,Email,0,60.84
837,53,M,East,209,3,300.41,100.14,38,23,10.02,1.0,0.243,1,Home,0.04,Email,0,423.52
838,23,F,East,70,4,383.4,95.85,10,19,3.89,2.68,0.434,0,Home,0.881,Social,0,88.28
839,46,M,South,17,8,565.24,70.65,42,20,8.78,1.0,0.54,0,Books,0.597,Direct,1,25.46
840,32,F,Central,670,11,693.45,63.04,2,25,5.96,4.12,0.448,2,Home,0.879,Social,0,89.93
841,34,M,East,60,10,605.16,60.52,22,22,7.24,3.84,0.527,2,Clothing,0.389,Paid_Search,0,125.4
842,43,F,West,99,6,403.48,67.25,3,17,5.31,3.89,0.443,1,Home,0.452,Organic,1,30.18
843,21,M,North,188,10,399.94,39.99,10,24,12.6,2.63,0.644,0,Sports,0.738,Email,0,171.18
844,39,F,East,4,13,663.13,51.01,8,30,6.54,10.65,0.877,1,Sports,0.699,Social,0,101.7
845,36,F,West,299,7,675.52,96.5,54,20,7.93,4.46,0.401,1,Sports,0.402,Paid_Search,0,310.22
846,40,M,East,138,13,1073.09,82.55,6,32,8.12,5.37,0.451,1,Home,0.445,Organic,0,128.66
847,38,F,West,58,5,579.28,115.86,49,18,14.95,1.92,0.197,3,Clothing,0.177,Organic,0,0.0
848,64,Other,South,11,10,675.2,67.52,47,20,12.06,2.71,0.362,1,Clothing,0.788,Organic,0,138.0
849,27,F,North,31,11,725.58,65.96,20,21,11.66,1.49,0.553,4,Home,0.713,Paid_Search,0,84.47
850,28,F,East,405,12,777.63,64.8,7,34,2.19,3.53,0.772,0,Clothing,0.524,Organic,0,163.36
851,27,M,South,208,11,737.23,67.02,7,25,5.87,1.51,0.792,1,Home,0.21,Email,0,70.16
852,28,F,West,51,9,526.51,58.5,18,27,13.25,5.48,0.497,3,Clothing,0.163,Email,0,363.38
853,27,M,South,12,6,490.65,81.77,0,23,3.82,3.12,0.329,3,Electronics,0.304,Email,0,170.53
854,49,M,Central,211,5,378.64,75.73,22,26,8.84,1.0,0.616,3,Electronics,0.794,Social,0,61.81
855,52,Other,Central,152,10,622.52,62.25,91,25,4.24,1.38,0.742,3,Clothing,0.455,Social,0,122.17
856,28,M,South,93,7,743.95,106.28,5,22,4.64,8.42,0.602,0,Sports,0.587,Email,0,177.71
857,25,F,South,81,5,612.07,122.41,25,18,15.22,8.82,0.75,0,Electronics,0.806,Paid_Search,0,305.67
858,40,F,West,43,9,937.48,104.16,97,23,11.38,4.88,0.425,2,Books,0.458,Organic,0,282.59
859,28,F,Central,199,10,889.53,88.95,59,20,12.43,2.71,0.593,1,Home,0.204,Paid_Search,0,0.0
860,42,Other,South,635,9,846.4,94.04,56,30,11.63,7.65,0.382,3,Books,0.508,Social,0,171.51
861,37,M,South,34,5,607.05,121.41,51,22,7.94,2.87,0.508,5,Clothing,0.604,Paid_Search,0,0.0
862,18,M,East,163,10,940.08,94.01,11,24,5.73,7.38,0.363,0,Clothing,0.554,Organic,1,0.0
863,53,M,West,99,6,362.22,60.37,66,22,6.89,3.51,0.853,1,Sports,0.421,Email,0,110.82
864,56,M,South,106,12,1017.68,84.81,85,28,7.73,2.49,0.774,1,Electronics,0.724,Social,0,153.56
865,27,M,West,52,4,362.62,90.66,20,17,15.61,5.46,0.708,2,Electronics,0.512,Organic,0,285.8
866,30,M,North,313,9,451.19,50.13,13,28,3.15,1.22,0.833,2,Books,0.236,Social,0,0.0
867,38,F,North,119,7,475.14,67.88,16,22,6.29,1.52,0.238,0,Electronics,0.667,Email,0,0.0
868,39,F,South,141,3,307.53,102.51,12,19,4.85,1.0,0.343,3,Clothing,0.732,Organic,0,254.04
869,42,M,South,65,10,294.13,29.41,7,18,12.73,4.49,0.657,1,Sports,0.541,Organic,1,30.88
870,59,F,South,36,5,218.7,43.74,28,20,15.92,3.02,0.516,0,Home,0.714,Paid_Search,0,51.31
871,32,M,East,16,6,423.54,70.59,24,22,9.74,17.81,0.606,2,Books,0.368,Email,0,44.09
872,25,M,South,225,9,754.58,83.84,18,21,10.06,4.61,0.534,1,Books,0.431,Email,0,281.26
873,18,F,North,39,4,164.24,41.06,3,13,8.87,2.43,0.924,1,Home,0.418,Organic,0,164.54
874,26,F,South,210,8,574.64,71.83,47,26,10.25,2.84,0.691,2,Clothing,0.684,Paid_Search,0,146.9
875,34,F,Central,89,12,1246.13,103.84,5,27,11.59,3.83,0.756,3,Books,0.606,Paid_Search,1,231.38
876,56,M,South,96,12,920.6,76.72,3,27,10.2,1.93,0.23,2,Electronics,0.512,Paid_Search,0,299.7
877,28,F,South,113,12,1181.73,98.48,29,28,10.5,1.0,0.706,2,Electronics,0.254,Paid_Search,0,438.72
878,37,F,East,82,9,541.77,60.2,15,26,11.6,1.0,0.606,2,Electronics,0.052,Paid_Search,0,145.47
879,34,F,Central,19,4,219.01,54.75,1,20,1.39,2.15,0.694,3,Sports,0.481,Organic,0,98.84
880,49,F,South,66,9,866.0,96.22,13,28,8.51,1.0,0.553,1,Home,0.375,Organic,0,104.86
881,65,F,West,196,5,421.16,84.23,44,25,9.72,3.19,0.37,3,Clothing,0.884,Organic,0,80.31
882,28,F,West,197,6,272.16,45.36,28,26,10.16,6.58,0.377,3,Electronics,0.675,Email,0,85.01
883,29,F,East,60,7,384.85,54.98,13,27,7.82,1.53,0.483,3,Electronics,0.755,Organic,0,141.2
884,47,Other,North,110,6,684.69,114.11,6,24,9.14,2.21,0.439,3,Sports,0.316,Organic,0,215.81
885,43,F,West,38,5,259.43,51.89,29,22,5.62,2.81,0.704,4,Electronics,0.683,Direct,0,175.45
886,57,M,North,42,9,885.22,98.36,65,19,1.4,2.47,0.86,1,Sports,0.924,Organic,0,89.71
887,42,F,East,4,10,630.45,63.05,31,22,12.43,3.22,0.751,1,Home,0.26,Organic,0,0.0
888,30,M,West,408,11,824.13,74.92,50,29,3.96,1.0,0.656,1,Books,0.827,Paid_Search,0,126.42
889,42,M,South,42,8,658.92,82.36,22,23,7.86,7.07,0.45,1,Electronics,0.547,Organic,0,206.02
890,48,F,West,46,8,179.8,22.48,37,23,5.5,2.64,0.517,1,Electronics,0.722,Social,0,50.02
891,44,F,North,59,10,384.32,38.43,67,19,14.85,1.39,0.662,0,Home,0.234,Paid_Search,0,109.79
892,41,F,West,24,13,1003.06,77.16,44,26,8.18,3.99,0.545,2,Books,0.169,Organic,0,0.0
893,47,M,East,183,11,625.82,56.89,72,27,7.26,6.34,0.449,0,Sports,0.338,Direct,0,39.22
894,49,F,South,14,7,699.4,99.91,16,26,11.49,1.18,0.515,1,Books,0.648,Paid_Search,0,136.78
895,51,M,North,25,9,313.62,34.85,70,19,17.13,4.12,0.592,0,Electronics,0.769,Social,1,15.0
896,42,Other,Central,186,8,713.05,89.13,29,24,10.12,7.9,0.699,2,Home,0.852,Email,0,632.92
897,32,Other,North,74,6,243.57,40.59,61,18,6.99,7.94,0.529,0,Clothing,0.527,Direct,0,61.54
898,36,F,North,221,11,728.17,66.2,1,28,11.29,5.57,0.411,0,Home,0.553,Paid_Search,0,197.82
899,49,F,South,146,7,338.73,48.39,32,21,2.21,1.96,0.851,1,Sports,0.674,Direct,0,0.0
900,25,F,East,53,9,1103.05,122.56,56,24,8.69,1.24,0.572,2,Sports,0.46,Social,0,0.0
901,39,F,East,189,6,249.08,41.51,5,21,16.48,1.51,0.25,2,Electronics,0.459,Social,0,39.83
902,30,M,North,22,5,359.74,71.95,32,16,9.13,7.81,0.708,3,Home,0.701,Social,0,0.0
903,35,F,South,138,11,350.12,31.83,52,25,8.93,4.87,0.433,1,Clothing,0.67,Paid_Search,0,24.04
904,50,F,South,103,6,689.94,114.99,10,11,8.58,5.7,0.84,2,Home,0.629,Paid_Search,0,291.31
905,37,F,South,56,10,850.32,85.03,15,30,6.92,3.03,0.767,2,Sports,0.892,Social,0,329.03
906,35,M,South,166,8,627.39,78.42,25,21,9.76,1.0,0.85,1,Home,0.078,Paid_Search,0,141.12
907,18,F,West,369,13,1454.15,111.86,21,28,11.6,4.07,0.858,1,Electronics,0.57,Email,0,268.56
908,43,M,South,1095,9,708.17,78.69,1,20,7.17,1.39,0.637,1,Sports,0.533,Organic,0,111.38
909,42,F,South,168,5,402.45,80.49,3,16,0.5,6.71,0.25,4,Home,0.312,Email,0,153.75
910,60,F,South,93,14,1096.1,78.29,3,31,10.36,1.53,0.465,2,Home,0.809,Organic,0,279.11
911,31,F,Central,45,11,980.0,89.09,9,28,17.03,3.73,0.784,0,Electronics,0.83,Organic,0,205.16
912,37,F,Central,53,7,438.82,62.69,8,25,6.99,4.98,0.626,2,Electronics,0.763,Email,1,27.35
913,37,M,West,117,14,975.0,69.64,40,28,2.62,18.11,0.694,3,Home,0.847,Organic,1,0.0
914,53,M,South,82,11,1047.84,95.26,25,25,11.21,2.95,0.574,1,Clothing,0.306,Email,0,396.47
915,33,F,North,441,3,245.8,81.93,43,20,15.48,3.05,0.717,4,Sports,0.83,Email,0,370.91
916,38,F,South,82,16,1154.3,72.14,2,29,10.62,6.75,0.346,0,Home,0.245,Organic,0,138.91
917,42,M,South,84,6,239.92,39.99,19,19,15.4,2.67,0.896,2,Electronics,0.38,Organic,0,221.08
918,37,F,East,87,4,449.81,112.45,11,18,11.67,2.23,0.447,3,Sports,0.455,Organic,0,151.93
919,29,F,West,326,7,409.25,58.46,56,21,11.33,1.76,0.795,2,Electronics,0.484,Email,0,178.87
920,37,F,West,189,13,1295.85,99.68,36,23,6.43,3.36,0.873,2,Sports,0.654,Email,1,200.47
921,47,F,West,171,7,555.76,79.39,61,28,9.64,2.01,0.729,1,Home,0.582,Paid_Search,0,152.76
922,22,M,South,73,9,383.97,42.66,1,24,8.38,8.23,0.549,2,Books,0.464,Organic,0,97.87
923,36,M,West,306,8,850.46,106.31,38,29,8.25,5.55,0.671,0,Books,0.608,Organic,0,258.03
924,26,F,South,7,11,895.0,81.36,23,27,7.48,3.58,0.877,0,Sports,0.313,Organic,0,73.57
925,49,F,North,368,5,541.92,108.38,52,14,9.4,3.32,0.717,0,Electronics,0.044,Direct,0,149.8
926,18,F,West,129,7,493.08,70.44,21,26,3.31,1.67,0.871,2,Electronics,0.032,Organic,0,49.11
927,28,F,North,91,6,555.61,92.6,23,26,11.75,3.01,0.806,0,Electronics,0.458,Organic,0,153.62
928,39,F,South,123,9,278.43,30.94,1,22,4.99,2.78,0.427,2,Home,0.652,Email,0,52.98
929,53,F,South,198,8,499.96,62.49,33,25,7.5,10.89,0.225,1,Sports,0.146,Social,0,146.06
930,34,F,West,2,5,215.88,43.18,9,23,9.82,2.64,0.651,1,Home,0.665,Paid_Search,0,58.76
931,28,F,West,369,7,459.41,65.63,0,25,4.79,4.6,0.644,1,Books,0.588,Paid_Search,1,182.3
932,57,M,South,106,6,520.77,86.8,2,21,0.63,4.8,0.739,3,Books,0.091,Social,0,217.47
933,18,M,West,75,11,658.74,59.89,94,20,6.97,1.35,0.47,0,Electronics,0.546,Social,0,0.0
934,18,F,South,26,12,1159.15,96.6,12,32,2.78,2.6,0.239,1,Electronics,0.295,Paid_Search,0,341.42
935,40,M,South,104,10,535.85,53.58,60,21,11.35,5.45,0.692,0,Sports,0.345,Organic,0,264.87
936,28,F,West,123,7,679.92,97.13,96,22,3.89,1.2,0.644,0,Books,0.156,Email,0,65.03
937,22,F,West,93,12,1292.93,107.74,86,30,14.44,12.67,0.653,1,Sports,0.865,Organic,0,131.78
938,43,F,Central,204,10,1003.38,100.34,64,20,8.48,3.51,0.406,3,Books,0.671,Paid_Search,0,85.97
939,37,M,South,98,7,464.77,66.4,67,17,8.74,1.99,0.893,1,Clothing,0.372,Social,0,191.02
940,28,M,West,585,11,240.5,21.86,10,27,0.58,1.0,0.663,0,Sports,0.588,Social,0,78.21
941,19,M,East,164,10,895.54,89.55,4,27,9.08,9.3,0.62,4,Clothing,0.695,Social,1,120.99
942,45,M,Central,296,4,287.48,71.87,30,12,8.18,2.74,0.331,3,Home,0.502,Social,0,0.0
943,42,M,North,20,6,303.24,50.54,20,22,3.3,4.54,0.571,1,Books,0.484,Email,0,215.4
944,33,F,West,91,12,733.12,61.09,3,25,8.85,1.13,0.857,1,Clothing,0.51,Paid_Search,0,206.17
945,57,F,East,73,8,886.89,110.86,33,18,6.91,1.75,0.849,3,Home,0.457,Social,0,87.56
946,22,F,South,151,14,651.93,46.57,24,37,7.63,6.46,0.411,0,Sports,0.557,Social,0,32.68
947,18,F,East,355,6,520.25,86.71,59,24,8.6,9.13,0.787,2,Clothing,0.729,Social,0,70.14
948,26,M,South,14,13,1045.84,80.45,28,26,6.61,1.47,0.955,4,Clothing,0.411,Direct,0,226.62
949,34,F,East,13,7,462.46,66.07,25,26,9.49,4.44,0.529,5,Home,0.375,Social,0,53.45
950,37,F,West,341,15,1366.7,91.11,17,28,8.15,4.39,0.742,2,Clothing,0.554,Paid_Search,1,184.75
951,32,M,East,43,12,1389.67,115.81,18,25,10.39,6.46,0.723,1,Home,0.633,Email,0,957.52
952,39,F,East,198,15,1014.01,67.6,92,28,6.39,4.72,0.387,2,Books,0.797,Paid_Search,0,78.42
953,19,M,East,140,2,137.84,68.92,4,16,4.24,5.34,0.827,1,Books,0.84,Paid_Search,0,130.86
954,52,F,North,322,10,905.52,90.55,17,16,5.66,1.0,0.596,2,Books,0.812,Social,0,270.69
955,34,Other,South,24,3,293.87,97.96,31,16,14.27,4.29,0.643,2,Clothing,0.72,Paid_Search,0,271.94
956,48,M,East,25,6,430.84,71.81,17,23,12.32,1.0,0.702,1,Clothing,0.513,Social,1,0.0
957,39,F,South,146,7,471.56,67.37,9,23,13.35,4.01,0.81,3,Electronics,0.616,Organic,0,268.31
958,40,F,North,526,9,176.03,19.56,10,20,13.63,7.13,0.53,1,Electronics,0.738,Email,0,131.86
959,41,Other,East,96,5,277.75,55.55,7,16,6.63,3.79,0.335,0,Home,0.442,Email,0,83.9
960,40,F,South,71,10,465.17,46.52,12,26,9.68,5.43,0.849,1,Clothing,0.519,Paid_Search,0,130.73
961,42,F,South,167,10,921.16,92.12,61,21,8.8,6.26,0.672,2,Home,0.771,Organic,0,53.55
962,50,M,East,479,7,482.32,68.9,21,22,11.14,5.86,0.659,3,Sports,0.603,Paid_Search,0,404.26
963,37,M,North,326,10,679.24,67.92,8,29,7.34,4.0,0.461,4,Clothing,0.608,Email,0,119.55
964,43,M,Central,972,10,747.74,74.77,14,20,8.87,4.25,0.758,0,Sports,0.601,Organic,0,94.82
965,33,Other,West,4,7,372.72,53.25,3,15,8.79,6.94,0.229,1,Clothing,0.218,Paid_Search,0,133.35
966,52,F,West,21,11,1252.14,113.83,70,26,10.63,14.15,0.787,1,Books,0.475,Organic,0,195.11
967,26,F,North,169,10,1074.55,107.45,15,21,11.12,1.63,0.73,4,Home,0.3,Email,0,497.15
968,56,F,West,309,4,461.81,115.45,117,15,8.87,2.2,0.667,2,Electronics,0.653,Paid_Search,0,231.66
969,34,M,West,60,12,1105.03,92.09,12,23,9.0,5.93,0.497,2,Books,0.166,Social,0,190.45
970,18,M,West,49,7,519.84,74.26,54,19,9.4,11.21,0.78,0,Electronics,0.761,Paid_Search,0,287.14
971,36,M,North,278,6,692.21,115.37,8,21,15.09,1.0,0.862,2,Clothing,0.307,Paid_Search,1,75.51
972,26,M,East,10,5,289.88,57.98,2,22,1.58,1.0,0.828,1,Sports,0.77,Paid_Search,0,180.4
973,45,M,West,82,10,532.2,53.22,0,29,4.62,3.42,0.599,5,Sports,0.098,Social,1,61.01
974,27,F,East,126,9,539.66,59.96,27,24,11.19,6.19,0.685,1,Books,0.943,Direct,0,69.18
975,29,M,East,147,8,704.57,88.07,11,27,9.58,3.44,0.89,1,Electronics,0.239,Organic,0,364.63
976,18,M,East,234,11,615.42,55.95,17,19,9.55,3.79,0.331,2,Home,0.679,Social,0,124.14
977,29,M,East,78,13,924.5,71.12,51,26,11.17,1.49,0.545,0,Home,0.578,Organic,0,111.66
